Topik_ID,Nama_Topik,Rank,Kata,Skor_cTFIDF
340,340_pajak_pbb_keringanan_olahraga,7,persija,0.011232
340,340_pajak_pbb_keringanan_olahraga,8,wajib pajak,0.010696
340,340_pajak_pbb_keringanan_olahraga,9,pemprov,0.010121
340,340_pajak_pbb_keringanan_olahraga,10,objek,0.010101
341,341_corona_pabrik mobil_pabrik_seto,1,corona,0.09878
341,341_corona_pabrik mobil_pabrik_seto,2,pabrik mobil,0.081348
341,341_corona_pabrik mobil_pabrik_seto,3,pabrik,0.078236
341,341_corona_pabrik mobil_pabrik_seto,4,setop,0.068156
341,341_corona_pabrik mobil_pabrik_seto,5,gegara corona,0.06265
341,341_corona_pabrik mobil_pabrik_seto,6,otomotif,0.05642
341,341_corona_pabrik mobil_pabrik_seto,7,driver,0.05215
341,341_corona_pabrik mobil_pabrik_seto,8,gegara,0.049995
341,341_corona_pabrik mobil_pabrik_seto,9,corona corona,0.048631
341,341_corona_pabrik mobil_pabrik_seto,10,perangi corona,0.048286
342,342_spider_spider man_man_marvel,1,spider,0.471052
342,342_spider_spider man_man_marvel,2,spider man,0.402589
342,342_spider_spider man_man_marvel,3,man,0.228185
342,342_spider_spider man_man_marvel,4,marvel,0.133542
342,342_spider_spider man_man_marvel,5,tom holland,0.10711
342,342_spider_spider man_man_marvel,6,holland,0.105404
342,342_spider_spider man_man_marvel,7,parepare,0.075744
342,342_spider_spider man_man_marvel,8,sony,0.064594
342,342_spider_spider man_man_marvel,9,home,0.054929
342,342_spider_spider man_man_marvel,10,bersihkan,0.049176
343,343_sigit_arus_rest_mudik,1,sigit,0.021323
343,343_sigit_arus_rest_mudik,2,arus,0.019642
343,343_sigit_arus_rest_mudik,3,rest,0.017589
343,343_sigit_arus_rest_mudik,4,mudik,0.017064
343,343_sigit_arus_rest_mudik,5,rest area,0.01589
343,343_sigit_arus_rest_mudik,6,arus mudik,0.015552
343,343_sigit_arus_rest_mudik,7,tol,0.014865
343,343_sigit_arus_rest_mudik,8,kapolri,0.014348
343,343_sigit_arus_rest_mudik,9,km,0.012706
343,343_sigit_arus_rest_mudik,10,jenderal sigit,0.012639
344,344_vitalia_sesha_vitalia sesha_nar,1,vitalia,0.574203
344,344_vitalia_sesha_vitalia sesha_nar,2,sesha,0.527755
344,344_vitalia_sesha_vitalia sesha_nar,3,vitalia sesha,0.527755
344,344_vitalia_sesha_vitalia sesha_nar,4,narkoba,0.19931
344,344_vitalia_sesha_vitalia sesha_nar,5,ditangkap narkoba,0.144614
344,344_vitalia_sesha_vitalia sesha_nar,6,ditangkap,0.126316
344,344_vitalia_sesha_vitalia sesha_nar,7,kasus narkoba,0.102503
344,344_vitalia_sesha_vitalia sesha_nar,8,artis,0.076925
344,344_vitalia_sesha_vitalia sesha_nar,9,ditangkap polisi,0.05822
344,344_vitalia_sesha_vitalia sesha_nar,10,terkait narkoba,0.058183
345,345_kemiskinan_batang_angka kemiski,1,kemiskinan,0.076243
345,345_kemiskinan_batang_angka kemiski,2,batang,0.063163
345,345_kemiskinan_batang_angka kemiski,3,angka kemiskinan,0.038963
345,345_kemiskinan_batang_angka kemiski,4,miskin,0.036205
345,345_kemiskinan_batang_angka kemiski,5,bps,0.034651
345,345_kemiskinan_batang_angka kemiski,6,triwulan,0.02265
345,345_kemiskinan_batang_angka kemiski,7,angka,0.022405
345,345_kemiskinan_batang_angka kemiski,8,persen konsumsi,0.020577
345,345_kemiskinan_batang_angka kemiski,9,tumbuh,0.020316
345,345_kemiskinan_batang_angka kemiski,10,tumbuh persen,0.020017
346,346_pertamina_direksi_dipangkas_kil,1,pertamina,0.166899
346,346_pertamina_direksi_dipangkas_kil,2,direksi,0.08882
346,346_pertamina_direksi_dipangkas_kil,3,dipangkas,0.084055
346,346_pertamina_direksi_dipangkas_kil,4,kilang,0.071535
346,346_pertamina_direksi_dipangkas_kil,5,cilacap,0.06806
346,346_pertamina_direksi_dipangkas_kil,6,gara,0.042332
346,346_pertamina_direksi_dipangkas_kil,7,stok bbm,0.039001
346,346_pertamina_direksi_dipangkas_kil,8,setengah,0.037061
346,346_pertamina_direksi_dipangkas_kil,9,jelang lebaran,0.036866
346,346_pertamina_direksi_dipangkas_kil,10,bbm,0.035209
347,347_china_bangganya_build up_build,1,china,0.068436
347,347_china_bangganya_build up_build,2,bangganya,0.032326
347,347_china_bangganya_build up_build,3,build up,0.03049
347,347_china_bangganya_build up_build,4,build,0.028918
347,347_china_bangganya_build up_build,5,mobil esemka,0.027346
347,347_china_bangganya_build up_build,6,cina,0.02399
347,347_china_bangganya_build up_build,7,esemka,0.023013
347,347_china_bangganya_build up_build,8,natuna,0.019374
347,347_china_bangganya_build up_build,9,ke indonesia,0.01751
347,347_china_bangganya_build up_build,10,buatan indonesia,0.014797
348,348_internet_online_belajar_belajar,1,internet,0.141341
348,348_internet_online_belajar_belajar,2,online,0.11996
348,348_internet_online_belajar_belajar,3,belajar,0.112866
348,348_internet_online_belajar_belajar,4,belajar rumah,0.095512
348,348_internet_online_belajar_belajar,5,internet gratis,0.061725
348,348_internet_online_belajar_belajar,6,kuota internet,0.060139
348,348_internet_online_belajar_belajar,7,guru,0.058402
348,348_internet_online_belajar_belajar,8,siswa,0.054232
348,348_internet_online_belajar_belajar,9,unsyiah,0.049697
348,348_internet_online_belajar_belajar,10,google,0.049546
349,349_podcast_podcast penonton_penont,1,podcast,0.576919
349,349_podcast_podcast penonton_penont,2,podcast penonton,0.18615
349,349_podcast_podcast penonton_penont,3,penonton bayaran,0.184065
349,349_podcast_podcast penonton_penont,4,spotify,0.121
349,349_podcast_podcast penonton_penont,5,bayaran,0.119169
349,349_podcast_podcast penonton_penont,6,miskin,0.118412
349,349_podcast_podcast penonton_penont,7,tolak,0.116502
349,349_podcast_podcast penonton_penont,8,stage,0.09665
349,349_podcast_podcast penonton_penont,9,penonton,0.082506
349,349_podcast_podcast penonton_penont,10,ngedrakor,0.05456
350,350_plastik_kantong plastik_kantong,1,plastik,0.201746
350,350_plastik_kantong plastik_kantong,2,kantong plastik,0.097223
350,350_plastik_kantong plastik_kantong,3,kantong,0.077317
350,350_plastik_kantong plastik_kantong,4,larang,0.050567
350,350_plastik_kantong plastik_kantong,5,nila,0.033446
350,350_plastik_kantong plastik_kantong,6,beserta uang,0.030389
350,350_plastik_kantong plastik_kantong,7,plastik tersebut,0.028865
350,350_plastik_kantong plastik_kantong,8,kresek,0.023985
350,350_plastik_kantong plastik_kantong,9,sampah,0.023007
350,350_plastik_kantong plastik_kantong,10,mulai juli,0.022949
351,351_tol_jalan tol_struk_jalan,1,tol,0.107001
351,351_tol_jalan tol_struk_jalan,2,jalan tol,0.053476
351,351_tol_jalan tol_struk_jalan,3,struk,0.048772
351,351_tol_jalan tol_struk_jalan,4,jalan,0.038584
351,351_tol_jalan tol_struk_jalan,5,turun drastis,0.034286
351,351_tol_jalan tol_struk_jalan,6,kemacetan,0.032601
351,351_tol_jalan tol_struk_jalan,7,di jalan,0.032254
351,351_tol_jalan tol_struk_jalan,8,asuransi,0.030988
351,351_tol_jalan tol_struk_jalan,9,kalo,0.030837
351,351_tol_jalan tol_struk_jalan,10,turun,0.029918
352,352_netizen_liza aditya_liza_psk,1,netizen,0.462101
352,352_netizen_liza aditya_liza_psk,2,liza aditya,0.122552
352,352_netizen_liza aditya_liza_psk,3,liza,0.114966
352,352_netizen_liza aditya_liza_psk,4,psk,0.094823
352,352_netizen_liza aditya_liza_psk,5,aditya,0.072077
352,352_netizen_liza aditya_liza_psk,6,netizen usai,0.0559
352,352_netizen_liza aditya_liza_psk,7,curhat,0.032749
352,352_netizen_liza aditya_liza_psk,8,ria,0.031678
352,352_netizen_liza aditya_liza_psk,9,olok olokan,0.028831
352,352_netizen_liza aditya_liza_psk,10,usai sebut,0.028831
353,353_ijazah_ugm_disertasi_roy,1,ijazah,0.034549
353,353_ijazah_ugm_disertasi_roy,2,ugm,0.017641
353,353_ijazah_ugm_disertasi_roy,3,disertasi,0.017515
353,353_ijazah_ugm_disertasi_roy,4,roy,0.017024
353,353_ijazah_ugm_disertasi_roy,5,bahlil,0.01641
353,353_ijazah_ugm_disertasi_roy,6,ui,0.016119
353,353_ijazah_ugm_disertasi_roy,7,ijazah palsu,0.014458
353,353_ijazah_ugm_disertasi_roy,8,doktor,0.01388
353,353_ijazah_ugm_disertasi_roy,9,akademik,0.011825
353,353_ijazah_ugm_disertasi_roy,10,skripsi,0.011403
354,354_marcell_darwin_nabila_faisal,1,marcell,0.686523
354,354_marcell_darwin_nabila_faisal,2,darwin,0.618327
354,354_marcell_darwin_nabila_faisal,3,nabila,0.213781
354,354_marcell_darwin_nabila_faisal,4,faisal,0.138493
354,354_marcell_darwin_nabila_faisal,5,mualaf,0.111985
354,354_marcell_darwin_nabila_faisal,6,hamil,0.072945
354,354_marcell_darwin_nabila_faisal,7,menikah,0.066639
354,354_marcell_darwin_nabila_faisal,8,puasa,0.066285
354,354_marcell_darwin_nabila_faisal,9,nikah,0.054509
354,354_marcell_darwin_nabila_faisal,10,resmi menikah,0.046389
355,355_2024_pilpres 2024_ganjar_di 202,1,2024,0.155102
355,355_2024_pilpres 2024_ganjar_di 202,2,pilpres 2024,0.105461
355,355_2024_pilpres 2024_ganjar_di 202,3,ganjar,0.06827
355,355_2024_pilpres 2024_ganjar_di 202,4,di 2024,0.067386
355,355_2024_pilpres 2024_ganjar_di 202,5,pemilu 2024,0.055215
355,355_2024_pilpres 2024_ganjar_di 202,6,di pilpres,0.046482
355,355_2024_pilpres 2024_ganjar_di 202,7,ganjar capres,0.042594
355,355_2024_pilpres 2024_ganjar_di 202,8,berita terbaru,0.041674
355,355_2024_pilpres 2024_ganjar_di 202,9,dukung,0.040308
355,355_2024_pilpres 2024_ganjar_di 202,10,pilpres,0.038803
356,356_laptop_prosesor_amd_intel,1,laptop,0.143534
356,356_laptop_prosesor_amd_intel,2,prosesor,0.105166
356,356_laptop_prosesor_amd_intel,3,amd,0.061131
356,356_laptop_prosesor_amd_intel,4,intel,0.046085
356,356_laptop_prosesor_amd_intel,5,dibobol maling,0.039664
356,356_laptop_prosesor_amd_intel,6,note,0.03907
356,356_laptop_prosesor_amd_intel,7,dibobol,0.033175
356,356_laptop_prosesor_amd_intel,8,raib,0.031988
356,356_laptop_prosesor_amd_intel,9,cpu,0.031641
356,356_laptop_prosesor_amd_intel,10,maling,0.031545
357,357_hilal_syawal_1446_syawal 1446,1,hilal,0.034575
357,357_hilal_syawal_1446_syawal 1446,2,syawal,0.026441
357,357_hilal_syawal_1446_syawal 1446,3,1446,0.021265
357,357_hilal_syawal_1446_syawal 1446,4,syawal 1446,0.02066
357,357_hilal_syawal_1446_syawal 1446,5,31 maret,0.018555
357,357_hilal_syawal_1446_syawal 1446,6,isbat,0.0178
357,357_hilal_syawal_1446_syawal 1446,7,sidang isbat,0.017575
357,357_hilal_syawal_1446_syawal 1446,8,jatuh pada,0.017372
357,357_hilal_syawal_1446_syawal 1446,9,derajat,0.01694
357,357_hilal_syawal_1446_syawal 1446,10,31,0.014985
358,358_banjir_akibat banjir_orang tewa,1,banjir,0.179388
358,358_banjir_akibat banjir_orang tewa,2,akibat banjir,0.158896
358,358_banjir_akibat banjir_orang tewa,3,orang tewas,0.096247
358,358_banjir_akibat banjir_orang tewa,4,banjir jabodetabek,0.084084
358,358_banjir_akibat banjir_orang tewa,5,longsor,0.068172
358,358_banjir_akibat banjir_orang tewa,6,banjir longsor,0.065649
358,358_banjir_akibat banjir_orang tewa,7,tewas,0.064784
358,358_banjir_akibat banjir_orang tewa,8,tapteng,0.056183
358,358_banjir_akibat banjir_orang tewa,9,meninggal,0.054936
358,358_banjir_akibat banjir_orang tewa,10,akibat,0.054486
359,359_rohingya_pengungsi_pengungsi ro,1,rohingya,0.099435
359,359_rohingya_pengungsi_pengungsi ro,2,pengungsi,0.08119
359,359_rohingya_pengungsi_pengungsi ro,3,pengungsi rohingya,0.074722
359,359_rohingya_pengungsi_pengungsi ro,4,unhcr,0.059696
359,359_rohingya_pengungsi_pengungsi ro,5,suaka,0.014144
359,359_rohingya_pengungsi_pengungsi ro,6,bangladesh,0.013429
359,359_rohingya_pengungsi_pengungsi ro,7,cekfakta,0.011101
359,359_rohingya_pengungsi_pengungsi ro,8,cekfakta tempo,0.010414
359,359_rohingya_pengungsi_pengungsi ro,9,video tersebut,0.010389
359,359_rohingya_pengungsi_pengungsi ro,10,pencari,0.009763
360,360_ferrari_ford_ngebul_hermes,1,ferrari,0.815444
360,360_ferrari_ford_ngebul_hermes,2,ford,0.101442
360,360_ferrari_ford_ngebul_hermes,3,ngebul,0.062679
360,360_ferrari_ford_ngebul_hermes,4,hermes,0.059371
360,360_ferrari_ford_ngebul_hermes,5,bikin mobil,0.058511
360,360_ferrari_ford_ngebul_hermes,6,mclaren,0.057734
360,360_ferrari_ford_ngebul_hermes,7,editing,0.053718
360,360_ferrari_ford_ngebul_hermes,8,ringsek,0.0483
360,360_ferrari_ford_ngebul_hermes,9,nagita,0.044191
360,360_ferrari_ford_ngebul_hermes,10,dp,0.040625
361,361_pooroe_karen pooroe_karen_anak ,1,pooroe,0.452467
361,361_pooroe_karen pooroe_karen_anak ,2,karen pooroe,0.452467
361,361_pooroe_karen pooroe_karen_anak ,3,karen,0.409002
361,361_pooroe_karen pooroe_karen_anak ,4,anak karen,0.2549
361,361_pooroe_karen pooroe_karen_anak ,5,anak meninggal,0.139477
361,361_pooroe_karen pooroe_karen_anak ,6,arya claproth,0.117885
361,361_pooroe_karen pooroe_karen_anak ,7,claproth,0.117427
361,361_pooroe_karen pooroe_karen_anak ,8,balkon,0.097822
361,361_pooroe_karen pooroe_karen_anak ,9,kematian anak,0.07797
361,361_pooroe_karen pooroe_karen_anak ,10,arya,0.074234
362,362_tyson_mike tyson_mike_tinju,1,tyson,0.395359
362,362_tyson_mike tyson_mike_tinju,2,mike tyson,0.227092
362,362_tyson_mike tyson_mike_tinju,3,mike,0.207024
362,362_tyson_mike tyson_mike_tinju,4,tinju,0.072436
362,362_tyson_mike tyson_mike_tinju,5,ring,0.068891
362,362_tyson_mike tyson_mike_tinju,6,fury,0.063629
362,362_tyson_mike tyson_mike_tinju,7,petinju,0.06341
362,362_tyson_mike tyson_mike_tinju,8,joshua,0.047197
362,362_tyson_mike tyson_mike_tinju,9,muhammad ali,0.038975
362,362_tyson_mike tyson_mike_tinju,10,bisa mengalahkan,0.037598
363,363_kongres pan_kongres_pan_asman,1,kongres pan,0.37893
363,363_kongres pan_kongres_pan_asman,2,kongres,0.280609
363,363_kongres pan_kongres_pan_asman,3,pan,0.164826
363,363_kongres pan_kongres_pan_asman,4,asman,0.094778
363,363_kongres pan_kongres_pan_asman,5,asman abnur,0.0807
363,363_kongres pan_kongres_pan_asman,6,abnur,0.080329
363,363_kongres pan_kongres_pan_asman,7,legislator,0.055159
363,363_kongres pan_kongres_pan_asman,8,amien,0.050439
363,363_kongres pan_kongres_pan_asman,9,rais,0.050409
363,363_kongres pan_kongres_pan_asman,10,kendari,0.044484
364,364_bendera_one piece_piece_bendera,1,bendera,0.081138
364,364_bendera_one piece_piece_bendera,2,one piece,0.052979
364,364_bendera_one piece_piece_bendera,3,piece,0.052287
364,364_bendera_one piece_piece_bendera,4,bendera merah,0.034614
364,364_bendera_one piece_piece_bendera,5,one,0.033132
364,364_bendera_one piece_piece_bendera,6,bendera one,0.031446
364,364_bendera_one piece_piece_bendera,7,pengibaran,0.028106
364,364_bendera_one piece_piece_bendera,8,pengibaran bendera,0.025484
364,364_bendera_one piece_piece_bendera,9,merah putih,0.019845
364,364_bendera_one piece_piece_bendera,10,bajak laut,0.018281
365,365_wisata_tempat wisata_ditutup_tu,1,wisata,0.159356
365,365_wisata_tempat wisata_ditutup_tu,2,tempat wisata,0.139659
365,365_wisata_tempat wisata_ditutup_tu,3,ditutup,0.137063
365,365_wisata_tempat wisata_ditutup_tu,4,tutup,0.092329
365,365_wisata_tempat wisata_ditutup_tu,5,jakarta ditutup,0.090347
365,365_wisata_tempat wisata_ditutup_tu,6,hawaii,0.081745
365,365_wisata_tempat wisata_ditutup_tu,7,penutupan tempat,0.072346
365,365_wisata_tempat wisata_ditutup_tu,8,wisata jakarta,0.065082
365,365_wisata_tempat wisata_ditutup_tu,9,objek wisata,0.049523
365,365_wisata_tempat wisata_ditutup_tu,10,tutup pintu,0.046305
366,366_lockdown_zona_melawi_counter pe,1,lockdown,0.019779
366,366_lockdown_zona_melawi_counter pe,2,zona,0.01955
366,366_lockdown_zona_melawi_counter pe,3,melawi,0.01759
366,366_lockdown_zona_melawi_counter pe,4,counter penjelasan,0.015968
366,366_lockdown_zona_melawi_counter pe,5,beredar,0.013198
366,366_lockdown_zona_melawi_counter pe,6,link counter,0.012345
366,366_lockdown_zona_melawi_counter pe,7,counter,0.012321
366,366_lockdown_zona_melawi_counter pe,8,zona merah,0.012294
366,366_lockdown_zona_melawi_counter pe,9,penjelasan beredar,0.012178
366,366_lockdown_zona_melawi_counter pe,10,link,0.011948
367,367_burger_kekinian_roti_selai,1,burger,0.292102
367,367_burger_kekinian_roti_selai,2,kekinian,0.171392
367,367_burger_kekinian_roti_selai,3,roti,0.158219
367,367_burger_kekinian_roti_selai,4,selai,0.053727
367,367_burger_kekinian_roti_selai,5,cokelat,0.051581
367,367_burger_kekinian_roti_selai,6,aneh,0.049273
367,367_burger_kekinian_roti_selai,7,seleb,0.048684
367,367_burger_kekinian_roti_selai,8,isi,0.04504
367,367_burger_kekinian_roti_selai,9,dibalik,0.043938
367,367_burger_kekinian_roti_selai,10,mcdonald,0.043283
368,368_darah_donor_plasma_donor darah,1,darah,0.13939
368,368_darah_donor_plasma_donor darah,2,donor,0.089922
368,368_darah_donor_plasma_donor darah,3,plasma,0.081047
368,368_darah_donor_plasma_donor darah,4,donor darah,0.0703
368,368_darah_donor_plasma_donor darah,5,pmi,0.036246
368,368_darah_donor_plasma_donor darah,6,merah indonesia,0.028698
368,368_darah_donor_plasma_donor darah,7,stok,0.028319
368,368_darah_donor_plasma_donor darah,8,rs,0.028189
368,368_darah_donor_plasma_donor darah,9,palang merah,0.025536
368,368_darah_donor_plasma_donor darah,10,palang,0.022718
369,369_phk_kena phk_dirumahkan_ratusan,1,phk,0.126921
369,369_phk_kena phk_dirumahkan_ratusan,2,kena phk,0.076455
369,369_phk_kena phk_dirumahkan_ratusan,3,dirumahkan,0.059193
369,369_phk_kena phk_dirumahkan_ratusan,4,ratusan karyawan,0.057417
369,369_phk_kena phk_dirumahkan_ratusan,5,karyawan,0.04933
369,369_phk_kena phk_dirumahkan_ratusan,6,kena,0.040404
369,369_phk_kena phk_dirumahkan_ratusan,7,pekerja,0.038059
369,369_phk_kena phk_dirumahkan_ratusan,8,buruh,0.036052
369,369_phk_kena phk_dirumahkan_ratusan,9,ratusan,0.031975
369,369_phk_kena phk_dirumahkan_ratusan,10,126,0.026554
370,370_orang tua_anak_tua_depresi,1,orang tua,0.021903
370,370_orang tua_anak_tua_depresi,2,anak,0.021473
370,370_orang tua_anak_tua_depresi,3,tua,0.019653
370,370_orang tua_anak_tua_depresi,4,depresi,0.016153
370,370_orang tua_anak_tua_depresi,5,zona nyaman,0.01544
370,370_orang tua_anak_tua_depresi,6,seseorang,0.014719
370,370_orang tua_anak_tua_depresi,7,memasak,0.013742
370,370_orang tua_anak_tua_depresi,8,luar ruangan,0.012639
370,370_orang tua_anak_tua_depresi,9,perasaan,0.012231
370,370_orang tua_anak_tua_depresi,10,sering,0.011955
371,371_shin_shin tae_tae yong_yong,1,shin,0.048476
371,371_shin_shin tae_tae yong_yong,2,shin tae,0.043992
371,371_shin_shin tae_tae yong_yong,3,tae yong,0.043466
371,371_shin_shin tae_tae yong_yong,4,yong,0.042902
371,371_shin_shin tae_tae yong_yong,5,tae,0.041822
371,371_shin_shin tae_tae yong_yong,6,pelatih,0.041313
371,371_shin_shin tae_tae yong_yong,7,pssi,0.036751
371,371_shin_shin tae_tae yong_yong,8,timnas,0.030952
371,371_shin_shin tae_tae yong_yong,9,kluivert,0.024422
371,371_shin_shin tae_tae yong_yong,10,timnas indonesia,0.023265
372,372_tutup_pasar tanah_toko_tanah ab,1,tutup,0.159839
372,372_tutup_pasar tanah_toko_tanah ab,2,pasar tanah,0.109539
372,372_tutup_pasar tanah_toko_tanah ab,3,toko,0.089804
372,372_tutup_pasar tanah_toko_tanah ab,4,tanah abang,0.081658
372,372_tutup_pasar tanah_toko_tanah ab,5,pasar,0.080766
372,372_tutup_pasar tanah_toko_tanah ab,6,tutup toko,0.080162
372,372_tutup_pasar tanah_toko_tanah ab,7,abang,0.077424
372,372_tutup_pasar tanah_toko_tanah ab,8,mal tutup,0.06424
372,372_tutup_pasar tanah_toko_tanah ab,9,ditutup,0.063275
372,372_tutup_pasar tanah_toko_tanah ab,10,bangkrut,0.045011
373,373_tol_2025_tarif tol_tarif,1,tol,0.069982
373,373_tol_2025_tarif tol_tarif,2,2025,0.054134
373,373_tol_2025_tarif tol_tarif,3,tarif tol,0.052176
373,373_tol_2025_tarif tol_tarif,4,tarif,0.048993
373,373_tol_2025_tarif tol_tarif,5,jalan tol,0.035983
373,373_tol_2025_tarif tol_tarif,6,penyesuaian tarif,0.032815
373,373_tol_2025_tarif tol_tarif,7,naik,0.031568
373,373_tol_2025_tarif tol_tarif,8,tangerang merak,0.031495
373,373_tol_2025_tarif tol_tarif,9,infra,0.02803
373,373_tol_2025_tarif tol_tarif,10,merak,0.026711
374,374_suara_buka suara_heli_heli mi,1,suara,0.13306
374,374_suara_buka suara_heli_heli mi,2,buka suara,0.070979
374,374_suara_buka suara_heli_heli mi,3,heli,0.060426
374,374_suara_buka suara_heli_heli mi,4,heli mi,0.056675
374,374_suara_buka suara_heli_heli mi,5,thohir buka,0.05542
374,374_suara_buka suara_heli_heli mi,6,buka,0.042895
374,374_suara_buka suara_heli_heli mi,7,panggilan suara,0.039578
374,374_suara_buka suara_heli_heli mi,8,dana talangan,0.037784
374,374_suara_buka suara_heli_heli mi,9,suara dentuman,0.037784
374,374_suara_buka suara_heli_heli mi,10,talangan,0.036946
375,375_museum_macan_arisan_museum muse,1,museum,0.465387
375,375_museum_macan_arisan_museum muse,2,macan,0.08216
375,375_museum_macan_arisan_museum muse,3,arisan,0.072313
375,375_museum_macan_arisan_museum muse,4,museum museum,0.062632
375,375_museum_macan_arisan_museum muse,5,kawasan kota,0.049904
375,375_museum_macan_arisan_museum muse,6,perumusan,0.048602
375,375_museum_macan_arisan_museum muse,7,brawijaya,0.047926
375,375_museum_macan_arisan_museum muse,8,karya,0.044351
375,375_museum_macan_arisan_museum muse,9,malang,0.044189
375,375_museum_macan_arisan_museum muse,10,seni,0.04159
376,376_kg_elpiji kg_rp kg_elpiji,1,kg,0.324206
376,376_kg_elpiji kg_rp kg_elpiji,2,elpiji kg,0.17592
376,376_kg_elpiji kg_rp kg_elpiji,3,rp kg,0.154435
376,376_kg_elpiji kg_rp kg_elpiji,4,elpiji,0.142058
376,376_kg_elpiji kg_rp kg_elpiji,5,kg naik,0.120558
376,376_kg_elpiji kg_rp kg_elpiji,6,tembus rp,0.115874
376,376_kg_elpiji kg_rp kg_elpiji,7,tembus,0.088611
376,376_kg_elpiji kg_rp kg_elpiji,8,kg harga,0.087348
376,376_kg_elpiji kg_rp kg_elpiji,9,harga cabai,0.076965
376,376_kg_elpiji kg_rp kg_elpiji,10,harga,0.071003
377,377_australia_pulau pasir_tempur_vi,1,australia,0.042166
377,377_australia_pulau pasir_tempur_vi,2,pulau pasir,0.035365
377,377_australia_pulau pasir_tempur_vi,3,tempur,0.025175
377,377_australia_pulau pasir_tempur_vi,4,video,0.023254
377,377_australia_pulau pasir_tempur_vi,5,pasir,0.022848
377,377_australia_pulau pasir_tempur_vi,6,perang,0.022134
377,377_australia_pulau pasir_tempur_vi,7,video tersebut,0.015973
377,377_australia_pulau pasir_tempur_vi,8,disinformasi link,0.013638
377,377_australia_pulau pasir_tempur_vi,9,kategori disinformasi,0.013636
377,377_australia_pulau pasir_tempur_vi,10,rudal,0.013515
378,378_grammy awards_grammy_awards_bts,1,grammy awards,0.495861
378,378_grammy awards_grammy_awards_bts,2,grammy,0.473124
378,378_grammy awards_grammy_awards_bts,3,awards,0.463564
378,378_grammy awards_grammy_awards_bts,4,bts,0.182341
378,378_grammy awards_grammy_awards_bts,5,lil,0.078706
378,378_grammy awards_grammy_awards_bts,6,choice awards,0.060697
378,378_grammy awards_grammy_awards_bts,7,bakal tampil,0.058424
378,378_grammy awards_grammy_awards_bts,8,ariana grande,0.054899
378,378_grammy awards_grammy_awards_bts,9,album baru,0.052949
378,378_grammy awards_grammy_awards_bts,10,arts,0.052706
379,379_prostitusi_abg_kalibata_apartem,1,prostitusi,0.617918
379,379_prostitusi_abg_kalibata_apartem,2,abg,0.131998
379,379_prostitusi_abg_kalibata_apartem,3,kalibata,0.087269
379,379_prostitusi_abg_kalibata_apartem,4,apartemen,0.071525
379,379_prostitusi_abg_kalibata_apartem,5,andre rosiade,0.056754
379,379_prostitusi_abg_kalibata_apartem,6,rosiade,0.056571
379,379_prostitusi_abg_kalibata_apartem,7,andre,0.056505
379,379_prostitusi_abg_kalibata_apartem,8,city,0.055865
379,379_prostitusi_abg_kalibata_apartem,9,online,0.054192
379,379_prostitusi_abg_kalibata_apartem,10,kpai minta,0.053924
380,380_ragunan_pengunjung_margasatwa_t,1,ragunan,0.050821
380,380_ragunan_pengunjung_margasatwa_t,2,pengunjung,0.036099
380,380_ragunan_pengunjung_margasatwa_t,3,margasatwa,0.022681
380,380_ragunan_pengunjung_margasatwa_t,4,taman margasatwa,0.019346
380,380_ragunan_pengunjung_margasatwa_t,5,taman,0.018703
380,380_ragunan_pengunjung_margasatwa_t,6,margasatwa ragunan,0.017964
380,380_ragunan_pengunjung_margasatwa_t,7,tmii,0.017025
380,380_ragunan_pengunjung_margasatwa_t,8,lebaran,0.015741
380,380_ragunan_pengunjung_margasatwa_t,9,jumlah pengunjung,0.01263
380,380_ragunan_pengunjung_margasatwa_t,10,libur,0.012226
381,381_perkawinan_perceraian_poligami_,1,perkawinan,0.046486
381,381_perkawinan_perceraian_poligami_,2,perceraian,0.036393
381,381_perkawinan_perceraian_poligami_,3,poligami,0.032526
381,381_perkawinan_perceraian_poligami_,4,pergub,0.026366
381,381_perkawinan_perceraian_poligami_,5,asn,0.025908
381,381_perkawinan_perceraian_poligami_,6,pernikahan,0.019954
381,381_perkawinan_perceraian_poligami_,7,izin,0.013943
381,381_perkawinan_perceraian_poligami_,8,menikah,0.012776
381,381_perkawinan_perceraian_poligami_,9,istri,0.012113
381,381_perkawinan_perceraian_poligami_,10,nomor tahun,0.011841
382,382_perpustakaan_buku_ukuran_word,1,perpustakaan,0.119824
382,382_perpustakaan_buku_ukuran_word,2,buku,0.091235
382,382_perpustakaan_buku_ukuran_word,3,ukuran,0.064513
382,382_perpustakaan_buku_ukuran_word,4,word,0.061559
382,382_perpustakaan_buku_ukuran_word,5,ktp,0.057852
382,382_perpustakaan_buku_ukuran_word,6,tertinggi dunia,0.047638
382,382_perpustakaan_buku_ukuran_word,7,cetak,0.044184
382,382_perpustakaan_buku_ukuran_word,8,freedom,0.037256
382,382_perpustakaan_buku_ukuran_word,9,penerbit,0.032773
382,382_perpustakaan_buku_ukuran_word,10,toko buku,0.031391
383,383_pernyataan lengkap_pemerintah s,1,pernyataan lengkap,0.319354
383,383_pernyataan lengkap_pemerintah s,2,pemerintah soal,0.275786
383,383_pernyataan lengkap_pemerintah s,3,kasus positif,0.175286
383,383_pernyataan lengkap_pemerintah s,4,soal kasus,0.161425
383,383_pernyataan lengkap_pemerintah s,5,lengkap,0.151441
